chapter,method,text,character
59,chapter_all_gpt-4o-mini_individual,"was quite sorry, that you should be forced to have that disagreeable man all to yourself",Mrs. Bennet
59,chapter_all_gpt-4o-mini_individual,was very pleased—so happy,Mrs. Bennet
61,chapter_all_gpt-4o-mini_individual,Happy for all her maternal feelings was the day on which Mrs. Bennet got rid of her two most deserving daughters.,Mrs. Bennet
61,chapter_all_gpt-4o-mini_individual,"With what delighted pride she afterwards visited Mrs. Bingley, and talked of Mrs. Darcy, may be guessed.",Mrs. Bennet
61,chapter_all_gpt-4o-mini_individual,"I wish I could say, for the sake of her family, that the accomplishment of her earnest desire in the establishment of so many of her children produced so happy an effect as to make her a sensible, amiable, well-informed woman for the rest of her life; though, perhaps, it was lucky for her husband, who might not have relished domestic felicity in so unusual a form, that she still was occasionally nervous and invariably silly.",Mrs. Bennet
61,chapter_all_gpt-4o-mini_individual,Mr. Bennet missed his second daughter exceedingly; his affection for her drew him oftener from home than anything else could do.,Mr. Bennet
61,chapter_all_gpt-4o-mini_individual,"He delighted in going to Pemberley, especially when he was least expected.",Mr. Bennet
61,chapter_all_gpt-4o-mini_individual,So near a vicinity to her mother and Meryton relations was not desirable even to _his_ easy temper.,Mr. Bingley
61,chapter_all_gpt-4o-mini_individual,her affectionate heart.,Jane
61,chapter_all_gpt-4o-mini_individual,"To her very material advantage, spent the chief of her time with her two elder sisters.",Kitty
61,chapter_all_gpt-4o-mini_individual,"In society so superior to what she had generally known, her improvement was great.",Kitty
61,chapter_all_gpt-4o-mini_individual,"She was not of so ungovernable a temper as Lydia; and, removed from the influence of Lydia’s example, she became, by proper attention and management, less irritable, less ignorant, and less insipid.",Kitty
61,chapter_all_gpt-4o-mini_individual,she could still moralize over every morning visit.,Mary
61,chapter_all_gpt-4o-mini_individual,it was suspected by her father that she submitted to the change without much reluctance.,Mary
61,chapter_all_gpt-4o-mini_individual,their characters suffered no revolution from the marriage of her sisters.,Lydia
61,chapter_all_gpt-4o-mini_individual,suggests she wished for financial support.,Lydia
61,chapter_all_gpt-4o-mini_individual,"He bore with philosophy the conviction that Elizabeth must now become acquainted with whatever of his ingratitude and falsehood had before been unknown to her; and, in spite of everything, was not wholly without hope that Darcy might yet be prevailed on to make his fortune.",Wickham
61,chapter_all_gpt-4o-mini_individual,was very deeply mortified by Darcy’s marriage.,Miss Bingley
61,chapter_all_gpt-4o-mini_individual,she dropped all her resentment.,Miss Bingley
61,chapter_all_gpt-4o-mini_individual,"he was prevailed on to overlook the offence, and seek a reconciliation.",Mr. Darcy
61,chapter_all_gpt-4o-mini_individual,was extremely indignant on the marriage of her nephew.,Lady Catherine de Bourgh
61,chapter_all_gpt-4o-mini_individual,"her resentment gave way, either to her affection for him, or her curiosity to see how his wife conducted herself.",Lady Catherine de Bourgh
61,chapter_all_gpt-4o-mini_individual,were always on the most intimate terms.,Mr. Gardiner
49,chapter_all_gpt-4o-mini_individual,impatiently caught it from his hand,Elizabeth
49,chapter_all_gpt-4o-mini_individual,How strange this is! and for this we are to be thankful.,Elizabeth
49,chapter_all_gpt-4o-mini_individual,"Their conduct has been such, as neither you, nor I, nor anybody, can ever forget. It is useless to talk of it.",Elizabeth
49,chapter_all_gpt-4o-mini_individual,"sick of this folly, took refuge in her own room, that she might think with freedom.",Elizabeth
49,chapter_all_gpt-4o-mini_individual,"Poor Lydia’s situation must, at best, be bad enough; but that it was no worse, she had need to be thankful.",Elizabeth
49,chapter_all_gpt-4o-mini_individual,"in looking forward, neither rational happiness, nor worldly prosperity could be justly expected for her sister, in looking back to what they had feared, only two hours ago, she felt all the advantages of what they had gained.",Elizabeth
49,chapter_all_gpt-4o-mini_individual,thought himself privileged,Mr. Bennet
49,chapter_all_gpt-4o-mini_individual,"made no answer; and each of them, deep in thought, continued silent till they reached the house.",Mr. Bennet
49,chapter_all_gpt-4o-mini_individual,"who was not so light, nor so much in the habit of running as Elizabeth, soon lagged behind",Jane
49,chapter_all_gpt-4o-mini_individual,"I comfort myself with thinking, that he certainly would not marry Lydia, if he had not a real regard for her.",Jane
49,chapter_all_gpt-4o-mini_individual,could hardly contain herself,Mrs. Bennet
49,chapter_all_gpt-4o-mini_individual,"was disturbed by no fear for her felicity, nor humbled by any remembrance of her misconduct",Mrs. Bennet
49,chapter_all_gpt-4o-mini_individual,was so happy,Mrs. Bennet
49,chapter_all_gpt-4o-mini_individual,"was in such a flutter, that I am sure I can’t write",Mrs. Bennet
49,chapter_all_gpt-4o-mini_individual,was too happy to be quite so obstinate as usual,Mrs. Bennet
48,chapter_all_gpt-4o-mini_individual,"became almost hopeless, more especially as the time was now come, when, if they had gone to Scotland, which she had never before entirely despaired of, they must in all probability have gained some news of them.",Jane
48,chapter_all_gpt-4o-mini_individual,heard them with horror. 'A gamester!' she cried. 'This is wholly unexpected; I had not an idea of it.',Jane
48,chapter_all_gpt-4o-mini_individual,considered it as the only security for her husband’s not being killed in a duel.,Mrs. Bennet
48,chapter_all_gpt-4o-mini_individual,"did not express so much satisfaction as her children expected, considering what her anxiety for his life had been before.",Mrs. Bennet
48,chapter_all_gpt-4o-mini_individual,began to cry.,Kitty
48,chapter_all_gpt-4o-mini_individual,thought her presence might be serviceable to her nieces.,Mrs. Gardiner
48,chapter_all_gpt-4o-mini_individual,"shared in their attendance on Mrs. Bennet, and was a great comfort to them in their hours of freedom.",Mrs. Gardiner
48,chapter_all_gpt-4o-mini_individual,went away in all the perplexity about Elizabeth and her Derbyshire friend.,Mrs. Gardiner
48,chapter_all_gpt-4o-mini_individual,"though she did not credit above half of what was said, believed enough to make her former assurance of her sister’s ruin still more certain.",Elizabeth
48,chapter_all_gpt-4o-mini_individual,"was perfectly aware that, had she known nothing of Darcy, she could have borne the dread of Lydia’s infamy somewhat better.",Elizabeth
48,chapter_all_gpt-4o-mini_individual,"it would have spared her, she thought, one sleepless night out of two.",Elizabeth
48,chapter_all_gpt-4o-mini_individual,was at no loss to understand from whence this deference for her authority proceeded; but it was not in her power to give any information of so satisfactory a nature as the compliment deserved.,Elizabeth
48,chapter_all_gpt-4o-mini_individual,had all the appearance of his usual philosophic composure.,Mr. Bennet
48,chapter_all_gpt-4o-mini_individual,made no mention of the business that had taken him away.,Mr. Bennet
48,chapter_all_gpt-4o-mini_individual,said as little as he had ever been in the habit of saying.,Mr. Bennet
48,chapter_all_gpt-4o-mini_individual,"did not expect any success from this measure; but as his brother was eager in it, he meant to assist him in pursuing it.",Mr. Gardiner
48,chapter_all_gpt-4o-mini_individual,did not attempt to conceal these particulars from the Longbourn family.,Mr. Gardiner
60,chapter_all_gpt-4o-mini_individual,Elizabeth’s spirits soon rising to playfulness again,Elizabeth
60,chapter_all_gpt-4o-mini_individual,"from an unwillingness to confess how much her intimacy with Mr. Darcy had been overrated, Elizabeth had never yet answered Mrs. Gardiner’s long letter",Elizabeth
60,chapter_all_gpt-4o-mini_individual,she was almost ashamed to find that her uncle and aunt had already lost three days of happiness,Elizabeth
60,chapter_all_gpt-4o-mini_individual,"the pleasure dearly bought, when she saw Mr. Darcy exposed to all the parading and obsequious civility of her husband",Elizabeth
60,chapter_all_gpt-4o-mini_individual,"Elizabeth did all she could to shield him from the frequent notice of either, and was ever anxious to keep him to herself, and to those of her family with whom he might converse without mortification",Elizabeth
60,chapter_all_gpt-4o-mini_individual,"the uncomfortable feelings arising from all this took from the season of courtship much of its pleasure, it added to the hope of the future",Elizabeth
60,chapter_all_gpt-4o-mini_individual,"she looked forward with delight to the time when they should be removed from society so little pleasing to either, to all the comfort and elegance of their family party at Pemberley",Elizabeth
60,chapter_all_gpt-4o-mini_individual,"he bore it, however, with admirable calmness",Mr. Darcy
60,chapter_all_gpt-4o-mini_individual,"he could even listen to Sir William Lucas, when he complimented him on carrying away the brightest jewel of the country, and expressed his hopes of their all meeting frequently at St. James’s, with very decent composure",Mr. Darcy
60,chapter_all_gpt-4o-mini_individual,"if he did shrug his shoulders, it was not till Sir William was out of sight",Mr. Darcy
60,chapter_all_gpt-4o-mini_individual,"Mr. Bennet sent to Mr. Collins, in return for his last",Mr. Bennet
60,chapter_all_gpt-4o-mini_individual,"Jane was not deceived, but she was affected",Jane
60,chapter_all_gpt-4o-mini_individual,Miss Bingley’s congratulations to her brother on his approaching marriage were all that was affectionate and insincere,Miss Bingley
60,chapter_all_gpt-4o-mini_individual,"Mrs. Philips’s vulgarity was another, and, perhaps, a greater tax on his forbearance",Mrs. Philips
60,chapter_all_gpt-4o-mini_individual,"Charlotte, really rejoicing in the match, was anxious to get away till the storm was blown over",Charlotte Lucas
60,chapter_all_gpt-4o-mini_individual,The joy which Miss Darcy expressed on receiving similar information was as sincere as her brother’s in sending it,Miss Darcy
60,chapter_all_gpt-4o-mini_individual,"Four sides of paper were insufficient to contain all her delight, and all her earnest desire of being loved by her sister",Miss Darcy
