chapter,method,turn_id,text,speaker,character
13,span-based,36,"Nor ever had, I suppose: do you remember them?",Mr. Rochester,Jane
13,span-based,38,And so you were waiting for your people when you sat on that stile?,Mr. Rochester,Jane
13,span-based,40,"Did I break through one of your rings, that you spread that damned ice on the causeway?",Mr. Rochester,Jane
13,span-based,42,"And not even in Hay Lane, or the fields about it, could you find a trace of them.",Jane,Rowland Rochester
13,span-based,44,"if you disown parents, you must have some sort of kinsfolk: uncles and aunts?",Mr. Rochester,Jane
13,span-based,46,And your home?,Mr. Rochester,Jane
13,span-based,48,Where do your brothers and sisters live?,Mr. Rochester,Jane
13,span-based,50,Who recommended you to come here?,Mr. Rochester,Jane
13,span-based,51,"I advertised, and Mrs. Fairfax answered my advertisement.",Jane,Mrs. Fairfax
13,span-based,53,"Miss Eyre has been an invaluable companion to me, and a kind and careful teacher to Adèle.",Mrs. Fairfax,Jane
13,span-based,54,"Don’t trouble yourself to give her a character,",Mr. Rochester,Mrs. Fairfax
13,span-based,57,I have to thank her for this sprain.,Mr. Rochester,Jane
13,span-based,58,"Miss Eyre, have you ever lived in a town?",Mr. Rochester,Jane
13,span-based,60,Have you seen much society?,Mr. Rochester,Jane
13,span-based,62,Have you read much?,Mr. Rochester,Jane
13,span-based,64,"You have lived the life of a nun: no doubt you are well drilled in religious forms;—Brocklehurst, who I understand directs Lowood, is a parson, is he not?",Mr. Rochester,Jane
13,span-based,64,"You have lived the life of a nun: no doubt you are well drilled in religious forms;—Brocklehurst, who I understand directs Lowood, is a parson, is he not?",Mr. Rochester,Mr. Brocklehurst
13,span-based,65,"Yes, sir.",Jane,Mr. Rochester
13,span-based,68,You are very cool!,Mr. Rochester,Jane
13,span-based,68,a novice not worship her priest!,Mr. Rochester,Jane
13,span-based,69,I disliked Mr. Brocklehurst; and I was not alone in the feeling.,Jane,Mr. Brocklehurst
13,span-based,69,"He is a harsh man; at once pompous and meddling; he cut off our hair; and for economy’s sake bought us bad needles and thread, with which we could hardly sew.",Jane,Mr. Brocklehurst
13,span-based,71,And was that the head and front of his offending?,Mr. Rochester,Mr. Brocklehurst
13,span-based,72,"He starved us when he had the sole superintendence of the provision department, before the committee was appointed; and he bored us with long lectures once a week, and with evening readings from books of his own inditing, about sudden deaths and judgments, which made us afraid to go to bed.",Jane,Mr. Brocklehurst
13,span-based,73,What age were you when you went to Lowood?,Mr. Rochester,Jane
13,span-based,75,"And you stayed there eight years: you are now, then, eighteen?",Mr. Rochester,Jane
13,span-based,76,"Arithmetic, you see, is useful; without its aid, I should hardly have been able to guess your age.",Mr. Rochester,Jane
13,span-based,76,It is a point difficult to fix where the features and countenance are so much at variance as in your case.,Mr. Rochester,Jane
13,span-based,76,And now what did you learn at Lowood?,Mr. Rochester,Jane
13,span-based,76,Can you play?,Mr. Rochester,Jane
13,span-based,78,Of course: that is the established answer.,Mr. Rochester,Mr. Brocklehurst
13,span-based,78,"Go into the library—I mean, if you please.—(Excuse my tone of command; I am used to say, ‘Do this,’ and it is done: I cannot alter my customary habits for one new inmate.",Mr. Rochester,Jane
13,span-based,78,")—Go, then, into the library; take a candle with you; leave the door open; sit down to the piano, and play a tune.",Mr. Rochester,Jane
13,span-based,81,"Adèle showed me some sketches this morning, which she said were yours.",Mr. Rochester,Jane
13,span-based,81,I don’t know whether they were entirely of your doing; probably a master aided you?,Mr. Rochester,Jane
13,span-based,83,"Well, fetch me your portfolio, if you can vouch for its contents being original; but don’t pass your word unless you are certain: I can recognise patchwork.",Mr. Rochester,Jane
13,span-based,84,"Then I will say nothing, and you shall judge for yourself, sir.",Jane,Mr. Rochester
13,span-based,88,"Take them off to the other table, Mrs. Fairfax,",Mr. Rochester,Mrs. Fairfax
13,span-based,89,and look at them with Adèle;—you,Mrs. Fairfax,Jane
13,span-based,90,"resume your seat, and answer my questions.",Mr. Rochester,Jane
13,span-based,92,And when did you find time to do them?,Mr. Rochester,Jane
13,span-based,94,Where did you get your copies?,Mr. Rochester,Jane
13,span-based,96,That head I see now on your shoulders?,Mr. Rochester,Jane
13,span-based,98,Has it other furniture of the same kind within?,Mr. Rochester,Jane
13,span-based,102,Were you happy when you painted these pictures?,Mr. Rochester,Jane
13,span-based,103,"I was absorbed, sir: yes, and I was happy.",Jane,Mr. Rochester
13,span-based,104,Did you sit at them long each day?,Mr. Rochester,Jane
13,span-based,106,And you felt self-satisfied with the result of your ardent labours?,Mr. Rochester,Jane
13,span-based,108,"Not quite: you have secured the shadow of your thought; but no more, probably.",Mr. Rochester,Jane
13,span-based,108,"You had not enough of the artist’s skill and science to give it full being: yet the drawings are, for a school-girl, peculiar.",Mr. Rochester,Jane
13,span-based,108,"As to the thoughts, they are elfish.",Mr. Rochester,Jane
13,span-based,108,These eyes in the Evening Star you must have seen in a dream.,Mr. Rochester,Jane
13,span-based,108,"How could you make them look so clear, and yet not at all brilliant?",Mr. Rochester,Jane
13,span-based,108,for the planet above quells their rays.,Mr. Rochester,Rowland Rochester
13,span-based,108,And who taught you to paint wind?,Mr. Rochester,Jane
13,span-based,108,Where did you see Latmos?,Mr. Rochester,Miss Temple
13,span-based,108,For that is Latmos.,Mr. Rochester,Rowland Rochester
13,span-based,109,"It is nine o’clock: what are you about, Miss Eyre, to let Adèle sit up so long?",Mr. Rochester,Jane
13,span-based,111,"You said Mr. Rochester was not strikingly peculiar, Mrs. Fairfax,",Jane,Rowland Rochester
13,span-based,111,"You said Mr. Rochester was not strikingly peculiar, Mrs. Fairfax,",Jane,Mrs. Fairfax
13,span-based,111,"You said Mr. Rochester was not strikingly peculiar, Mrs. Fairfax,",Jane,Mr. Rochester
13,span-based,112,"Well, is he?",Mrs. Fairfax,Mr. Rochester
13,span-based,113,I think so: he is very changeful and abrupt.,Jane,Mr. Rochester
13,span-based,114,"True: no doubt he may appear so to a stranger, but I am so accustomed to his manner, I never think of it; and then, if he has peculiarities of temper, allowance should be made.",Mrs. Fairfax,Mr. Rochester
13,span-based,116,"Partly because it is his nature—and we can none of us help our nature; and partly because he has painful thoughts, no doubt, to harass him, and make his spirits unequal.",Mrs. Fairfax,Mr. Rochester
13,span-based,119,But he has no family.,Mrs. Fairfax,Mr. Rochester
13,span-based,120,"Not now, but he has had—or, at least, relatives.",Mrs. Fairfax,Mr. Rochester
13,span-based,120,He lost his elder brother a few years since.,Mrs. Fairfax,Mr. Rochester
13,span-based,121,His _elder_ brother?,Mrs. Fairfax,Mr. Rochester
13,span-based,122,The present Mr. Rochester has not been very long in possession of the property; only about nine years.,Mrs. Fairfax,Mr. Rochester
13,span-based,123,Was he so very fond of his brother as to be still inconsolable for his loss?,Mrs. Fairfax,Mr. Rochester
13,span-based,124,I believe there were some misunderstandings between them.,Mrs. Fairfax,Mr. Rochester
13,span-based,124,Mr. Rowland Rochester was not quite just to Mr. Edward; and perhaps he prejudiced his father against him.,Mrs. Fairfax,Mr. Rowland Rochester
13,span-based,124,Mr. Rowland Rochester was not quite just to Mr. Edward; and perhaps he prejudiced his father against him.,Mrs. Fairfax,Rowland Rochester
13,span-based,124,"He did not like to diminish the property by division, and yet he was anxious that Mr. Edward should have wealth, too, to keep up the consequence of the name; and, soon after he was of age, some steps were taken that were not quite fair, and made a great deal of mischief.",Mrs. Fairfax,Mr. Brocklehurst
13,span-based,124,"Old Mr. Rochester and Mr. Rowland combined to bring Mr. Edward into what he considered a painful position, for the sake of making his fortune: what the precise nature of that position was I never clearly knew, but his spirit could not brook what he had to suffer in it.",Mrs. Fairfax,Mr. Rochester
13,span-based,124,"Old Mr. Rochester and Mr. Rowland combined to bring Mr. Edward into what he considered a painful position, for the sake of making his fortune: what the precise nature of that position was I never clearly knew, but his spirit could not brook what he had to suffer in it.",Mrs. Fairfax,Mr. Rowland Rochester
13,span-based,124,"I don’t think he has ever been resident at Thornfield for a fortnight together, since the death of his brother without a will left him master of the estate; and, indeed, no wonder he shuns the old place.",Mrs. Fairfax,Mr. Rowland Rochester
2,span-based,0,"Hold her arms, Miss Abbot: she’s like a mad cat.",Bessie,Jane
2,span-based,0,"Hold her arms, Miss Abbot: she’s like a mad cat.",Bessie,Abbot
2,span-based,2,"What shocking conduct, Miss Eyre, to strike a young gentleman, your benefactress’s son!",Bessie,Jane
2,span-based,2,"What shocking conduct, Miss Eyre, to strike a young gentleman, your benefactress’s son!",Bessie,John Reed
2,span-based,2,"What shocking conduct, Miss Eyre, to strike a young gentleman, your benefactress’s son!",Bessie,Mrs. Reed
2,span-based,2,Your young master.,Bessie,John Reed
2,span-based,3,How is he my master?,Jane,John Reed
2,span-based,3,How is he my master?,Jane,Mrs. Reed
2,span-based,4,"There, sit down, and think over your wickedness.",Bessie,John Reed
2,span-based,6,"Miss Abbot, lend me your garters; she would break mine directly.",Bessie,Jane
2,span-based,6,"Miss Abbot, lend me your garters; she would break mine directly.",Bessie,Abbot
2,span-based,9,"Mind you don’t,",Bessie,Jane
2,span-based,10,"She never did so before,",Bessie,Jane
2,span-based,11,"But it was always in her,",Bessie,Jane
2,span-based,12,"I’ve told Missis often my opinion about the child, and Missis agreed with me.",Bessie,Mrs. Reed
2,span-based,12,"I’ve told Missis often my opinion about the child, and Missis agreed with me.",Bessie,Jane
2,span-based,12,She’s an underhand little thing: I never saw a girl of her age with so much cover.,Bessie,Jane
2,span-based,13,"You ought to be aware, Miss, that you are under obligations to Mrs. Reed: she keeps you: if she were to turn you off, you would have to go to the poorhouse.",Bessie,Jane
2,span-based,13,"You ought to be aware, Miss, that you are under obligations to Mrs. Reed: she keeps you: if she were to turn you off, you would have to go to the poorhouse.",Bessie,Mrs. Reed
2,span-based,14,"And you ought not to think yourself on an equality with the Misses Reed and Master Reed, because Missis kindly allows you to be brought up with them.",,Jane
2,span-based,14,"And you ought not to think yourself on an equality with the Misses Reed and Master Reed, because Missis kindly allows you to be brought up with them.",,John Reed
2,span-based,14,"And you ought not to think yourself on an equality with the Misses Reed and Master Reed, because Missis kindly allows you to be brought up with them.",,Mrs. Reed
2,span-based,14,"They will have a great deal of money, and you will have none: it is your place to be humble, and to try to make yourself agreeable to them.",,Jane
